academic_stream,twelfth_percentage,budget_range,primary_interest,risk_appetite,india_vs_abroad,india_entrance_exams,abroad_entrance_exams,visa_policy_summary,university_comparison,cutoff_criteria
Commerce,75.9,10-20L,Business,Medium,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Arts,69.8,20-30L,Business,Medium,Either (India Recommended),CUET / CLAT,SAT / IELTS,"PR-friendly (Canada, Germany, Australia)",LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Science,75.6,10-20L,Research,Medium,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,56.0,20-30L,Research,Medium,Either (India Recommended),CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,68.2,20-30L,Technology,Medium,Either (India Recommended),JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,65.4,5-10L,Technology,Medium,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,65.9,10-20L,Business,Medium,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,72.3,20-30L,Research,High,Either (India Recommended),CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,67.7,20-30L,Medicine,Low,Either (India Recommended),JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,74.6,5-10L,Arts,Medium,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,77.3,5-10L,Arts,Low,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,84.7,10-20L,Government,Low,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Arts,76.5,50L+,Medicine,Medium,Consider Abroad,CUET / CLAT,SAT / IELTS,"PR-friendly (Canada, Germany, Australia)",LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Arts,81.8,50L+,Business,Medium,Consider Abroad,CUET / CLAT,SAT / IELTS,"PR-friendly (Canada, Germany, Australia)",LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Arts,90.7,50L+,Medicine,Medium,Consider Abroad,CUET / CLAT,SAT / IELTS,"PR-friendly (Canada, Germany, Australia)",LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Commerce,82.7,5-10L,Government,Medium,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,73.3,20-30L,Business,Low,Either (India Recommended),JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,62.6,30-50L,Medicine,Low,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,77.9,20-30L,Government,Medium,Either (India Recommended),JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,60.8,50L+,Business,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,66.9,10-20L,Research,High,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,73.3,10-20L,Business,Low,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,68.8,20-30L,Business,High,Either (India Recommended),CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,62.9,50L+,Technology,High,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,69.2,50L+,Research,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Arts,65.3,10-20L,Business,Medium,Stay in India,CUET / CLAT,SAT / IELTS,No visa required,LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Arts,85.1,10-20L,Technology,Medium,Consider Abroad,CUET / CLAT,SAT / IELTS,"PR-friendly (Canada, Germany, Australia)",LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Commerce,77.1,10-20L,Business,High,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,66.4,20-30L,Technology,Medium,Either (India Recommended),JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Arts,70.9,5-10L,Medicine,Medium,Stay in India,CUET / CLAT,SAT / IELTS,No visa required,LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Arts,61.8,20-30L,Arts,Medium,Either (India Recommended),CUET / CLAT,SAT / IELTS,"PR-friendly (Canada, Germany, Australia)",LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Science,67.5,20-30L,Technology,Low,Either (India Recommended),JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,79.8,10-20L,Research,Medium,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,60.9,20-30L,Business,Low,Either (India Recommended),CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Arts,65.4,10-20L,Arts,Medium,Stay in India,CUET / CLAT,SAT / IELTS,No visa required,LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Science,78.8,10-20L,Arts,High,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,79.3,30-50L,Technology,Low,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,85.7,10-20L,Technology,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,74.1,10-20L,Government,Medium,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,83.1,20-30L,Government,High,Either (India Recommended),JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,79.8,30-50L,Government,Low,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,65.5,10-20L,Technology,Low,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,80.8,50L+,Government,Low,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Arts,77.9,5-10L,Research,Medium,Stay in India,CUET / CLAT,SAT / IELTS,No visa required,LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Science,73.6,30-50L,Arts,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,81.8,5-10L,Medicine,High,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,89.0,30-50L,Medicine,High,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,87.5,10-20L,Medicine,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,82.9,50L+,Business,High,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,72.1,50L+,Medicine,Medium,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,63.2,20-30L,Government,Medium,Either (India Recommended),JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,74.3,5-10L,Medicine,High,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,68.4,10-20L,Technology,Low,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,63.4,50L+,Medicine,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,73.8,50L+,Research,Medium,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,64.1,50L+,Research,High,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,55.2,50L+,Technology,Medium,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,71.6,30-50L,Arts,Medium,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,72.1,50L+,Arts,High,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,72.5,20-30L,Government,High,Either (India Recommended),CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,74.4,30-50L,Business,Low,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,90.6,10-20L,Business,Low,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,62.2,50L+,Research,Medium,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,59.1,5-10L,Arts,Low,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,89.1,50L+,Research,Low,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,88.7,30-50L,Arts,Low,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,75.9,20-30L,Government,High,Either (India Recommended),CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,89.7,5-10L,Medicine,Low,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,85.9,10-20L,Business,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,76.2,30-50L,Government,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,70.8,20-30L,Government,Low,Either (India Recommended),CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,65.7,30-50L,Government,Medium,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,78.6,10-20L,Arts,Medium,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Arts,71.8,20-30L,Business,Low,Either (India Recommended),CUET / CLAT,SAT / IELTS,"PR-friendly (Canada, Germany, Australia)",LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Arts,90.9,5-10L,Medicine,Medium,Consider Abroad,CUET / CLAT,SAT / IELTS,"PR-friendly (Canada, Germany, Australia)",LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Commerce,47.1,10-20L,Technology,Medium,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,81.1,50L+,Medicine,Low,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,78.6,20-30L,Arts,Low,Either (India Recommended),JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,64.7,5-10L,Business,Medium,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,56.5,20-30L,Technology,High,Either (India Recommended),JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,61.2,20-30L,Business,Medium,Either (India Recommended),CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,76.2,20-30L,Business,High,Either (India Recommended),CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,74.8,5-10L,Arts,High,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,83.2,5-10L,Medicine,Low,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Arts,82.2,20-30L,Business,Medium,Either (India Recommended),CUET / CLAT,SAT / IELTS,"PR-friendly (Canada, Germany, Australia)",LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Arts,68.1,50L+,Arts,High,Consider Abroad,CUET / CLAT,SAT / IELTS,"PR-friendly (Canada, Germany, Australia)",LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Science,96.6,5-10L,Government,High,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,71.0,10-20L,Government,Medium,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,69.5,10-20L,Arts,Medium,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,70.6,30-50L,Research,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Arts,52.7,10-20L,Government,Medium,Stay in India,CUET / CLAT,SAT / IELTS,No visa required,LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Commerce,85.2,10-20L,Government,Low,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,76.0,30-50L,Research,Medium,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,84.2,30-50L,Business,High,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,73.7,50L+,Research,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,78.9,10-20L,Business,Low,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,84.5,50L+,Technology,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,66.3,30-50L,Government,Medium,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,80.7,5-10L,Technology,High,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,63.3,30-50L,Research,Low,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Arts,78.5,30-50L,Business,Low,Consider Abroad,CUET / CLAT,SAT / IELTS,"PR-friendly (Canada, Germany, Australia)",LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Science,78.9,30-50L,Business,High,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,84.3,30-50L,Business,Low,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,62.5,5-10L,Medicine,Medium,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Arts,64.7,5-10L,Research,High,Stay in India,CUET / CLAT,SAT / IELTS,No visa required,LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Arts,81.3,10-20L,Technology,Low,Stay in India,CUET / CLAT,SAT / IELTS,No visa required,LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Science,86.5,10-20L,Government,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,73.8,30-50L,Technology,Low,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,81.2,30-50L,Research,Medium,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,70.2,10-20L,Government,Medium,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,56.5,20-30L,Arts,Low,Either (India Recommended),CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,84.5,50L+,Government,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,66.2,10-20L,Research,Medium,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,82.4,50L+,Government,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Arts,70.5,10-20L,Medicine,Medium,Stay in India,CUET / CLAT,SAT / IELTS,No visa required,LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Commerce,62.6,50L+,Arts,High,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,75.1,50L+,Arts,High,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,69.1,50L+,Business,High,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,52.3,30-50L,Government,Medium,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,62.8,50L+,Medicine,Medium,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,85.5,50L+,Business,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,70.5,5-10L,Government,Low,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,67.3,20-30L,Medicine,Medium,Either (India Recommended),JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Arts,62.0,10-20L,Medicine,Low,Stay in India,CUET / CLAT,SAT / IELTS,No visa required,LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Commerce,78.4,5-10L,Arts,High,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Commerce,70.1,30-50L,Medicine,High,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Arts,60.9,50L+,Business,Medium,Consider Abroad,CUET / CLAT,SAT / IELTS,"PR-friendly (Canada, Germany, Australia)",LSR vs RCA / Parsons,CUET 90%+ | IELTS 7.0+
Science,86.3,20-30L,Technology,Low,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,81.6,50L+,Technology,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,59.4,20-30L,Technology,Low,Either (India Recommended),JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,70.8,50L+,Government,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Science,70.9,5-10L,Research,High,Stay in India,JEE / NEET,SAT / GRE / IELTS,No visa required,IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,91.6,10-20L,Government,High,Consider Abroad,CUET / IPMAT,GMAT / IELTS,"PR-friendly (Canada, Germany, Australia)",SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,78.3,50L+,Research,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,79.5,5-10L,Research,Medium,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
Science,71.5,50L+,Business,Medium,Consider Abroad,JEE / NEET,SAT / GRE / IELTS,"PR-friendly (Canada, Germany, Australia)",IITs vs MIT / ETH Zurich,JEE Adv < 15k | GRE 310+
Commerce,77.4,10-20L,Medicine,High,Stay in India,CUET / IPMAT,GMAT / IELTS,No visa required,SRCC vs Wharton / INSEAD,CUET 95%+ | GMAT 650+
